file,old,new,occurrences,status,reason
scripts/data_prep/compute_distractor_fill_ratio.py,"DISTRACTOR_DIR = os.path.join(PROJECT_ROOT, ""data"", ""pallet"", ""distractors"")",,1,FIXED,Stage 2-C2 로 옮긴 distractor root 를 계속 옛 경로로 읽었다 -> registry 조회
scripts/data_prep/compute_distractor_fill_ratio.py,(신규),"# assets/distractors/library 로 옮겨졌는데 여기 `os.path.join(..., ""data"", ""pallet"",",1,ADDED,Stage 2-C2 로 옮긴 distractor root 를 계속 옛 경로로 읽었다 -> registry 조회
scripts/data_prep/compute_distractor_fill_ratio.py,(신규),"DISTRACTOR_DIR = _pdp.get(""distractor_root"")",1,ADDED,Stage 2-C2 로 옮긴 distractor root 를 계속 옛 경로로 읽었다 -> registry 조회
scripts/data_prep/compute_distractor_fill_ratio.py,(신규),"MANIFEST = _pdp.get(""distractor_manifest"")",1,ADDED,Stage 2-C2 로 옮긴 distractor root 를 계속 옛 경로로 읽었다 -> registry 조회
scripts/data_prep/efront_calibration/README.md,- 출력 JSON = data/pallet/_efront_12kp_check/efront_measurements.json (대용량 산출물이라 gitignore),- 출력 JSON = data/pallet/archive/_efront_12kp_check/efront_measurements.json (대용량 산출물이라 gitignore),1,FIXED,측정 산출물 경로 archive 반영
scripts/data_prep/evaluate_on_val.py,--val_dir data/pallet/training_data/val \,--val_dir data/pallet/archive/training_data/val \,1,FIXED,사용 예시 입력 경로 archive 반영
scripts/data_prep/isaac_sim/debug_pallet_orientation.py,"PROJECT_ROOT = os.path.abspath(os.path.join(SCRIPT_DIR, "".."", ""..""))",# Stage 2-D0.1: `..`/`..` 는 scripts/ 까지만 올라가서 PROJECT_ROOT 가 틀려 있었다,1,FIXED,USD dir 를 옛 경로로 조립 + PROJECT_ROOT 가 한 단계 부족(scripts/) -> registry 조회
scripts/data_prep/isaac_sim/debug_pallet_orientation.py,(신규),# (scripts/data/pallet/models_usd 를 읽으려 했다). registry resolver 가 프로젝트 루트를,1,ADDED,USD dir 를 옛 경로로 조립 + PROJECT_ROOT 가 한 단계 부족(scripts/) -> registry 조회
scripts/data_prep/isaac_sim/debug_pallet_orientation.py,(신규),PROJECT_ROOT = _pdp.load().project_root,1,ADDED,USD dir 를 옛 경로로 조립 + PROJECT_ROOT 가 한 단계 부족(scripts/) -> registry 조회
scripts/data_prep/isaac_sim/debug_pallet_orientation.py,"USD_DIR = os.path.join(PROJECT_ROOT, ""data"", ""pallet"", ""models_usd"")",# Stage 2-B 에서 models_usd 가 assets/pallets/models/models_usd 로 옮겨졌다.,1,FIXED,USD dir 를 옛 경로로 조립 + PROJECT_ROOT 가 한 단계 부족(scripts/) -> registry 조회
scripts/data_prep/isaac_sim/debug_pallet_orientation.py,(신규),"USD_DIR = _pdp.get(""pallet_model_roots"")[0]",1,ADDED,USD dir 를 옛 경로로 조립 + PROJECT_ROOT 가 한 단계 부족(scripts/) -> registry 조회
scripts/data_prep/isaac_sim/generate_all.sh,"TRAIN_BASE=""data/pallet/training_data""",# Stage 2-D0.1: 두 경로가 Stage 2-A/2-B 이동 후 깨져 있었다.,1,FIXED,training_data/hdri 경로 archive·registry 반영
scripts/data_prep/isaac_sim/generate_all.sh,(신규),"TRAIN_BASE=""${TRAIN_BASE:-data/pallet/archive/training_data}""",1,ADDED,training_data/hdri 경로 archive·registry 반영
scripts/data_prep/isaac_sim/generate_all.sh,"HDRI_DIR=""data/pallet/hdri""","HDRI_DIR=""$(python scripts/data_prep/blender/pallet_data_paths.py --key hdri_root)""",1,FIXED,training_data/hdri 경로 archive·registry 반영
scripts/data_prep/merge_and_validate.py,"BASE_DIR = os.path.join(""data"", ""pallet"", ""training_data"")","# Stage 2-D0.1: training_data 는 archive/ 아래로 내려갔다(NoAI baked, 릴리스 제외 대상).",1,FIXED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/merge_and_validate.py,"TRAIN_DIRS = sorted([d for d in os.listdir(os.path.join(""data"", ""pallet"", ""training_data""))",# 같은 리터럴을 5번 반복하던 것을 상수 하나로 모으고 실제 현재 위치로 정정한다.,1,FIXED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/merge_and_validate.py,(신규),BASE_DIR = os.environ.get(,1,ADDED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/merge_and_validate.py,(신규),"os.path.join(""data"", ""pallet"", ""archive"", ""training_data""))",1,ADDED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/merge_and_validate.py,(신규),TRAIN_DIRS = sorted([d for d in os.listdir(BASE_DIR),1,ADDED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/merge_and_validate.py,"and os.path.isdir(os.path.join(""data"", ""pallet"", ""training_data"", d))])","and os.path.isdir(os.path.join(BASE_DIR, d))])",1,FIXED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/merge_and_validate.py,"VAL_BATCH_DIRS = sorted([d for d in os.listdir(os.path.join(""data"", ""pallet"", ""training_data""))",VAL_BATCH_DIRS = sorted([d for d in os.listdir(BASE_DIR),1,FIXED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/merge_and_validate.py,"and os.path.isdir(os.path.join(""data"", ""pallet"", ""training_data"", d))])","and os.path.isdir(os.path.join(BASE_DIR, d))])",1,FIXED,같은 리터럴 5회 반복 -> BASE_DIR 상수 + archive 경로 + 환경변수 override
scripts/data_prep/postprocess_v3.py,"ap.add_argument(""--source-root"", default=""data/pallet/train_palletobj_v3"")","ap.add_argument(""--source-root"",",1,FIXED,dataset 입력 경로 archive 반영
scripts/data_prep/postprocess_v3.py,"ap.add_argument(""--output-root"", default=""data/pallet/train_palletobj_v3_post_v1"")","default=""data/pallet/archive/train_palletobj_v3"",",1,FIXED,dataset 입력 경로 archive 반영
scripts/data_prep/postprocess_v3.py,(신규),"default=""data/pallet/archive/train_palletobj_v3_post_v1"")",1,ADDED,dataset 입력 경로 archive 반영
scripts/data_prep/verify_keypoints.py,"data_dir = sys.argv[1] if len(sys.argv) > 1 else ""data/pallet/test_canonical""",# Stage 2-D0.1: test_canonical 은 archive/ 아래로 내려갔다.,1,FIXED,dataset 입력 경로 archive 반영
scripts/data_prep/verify_keypoints.py,(신규),"else ""data/pallet/archive/test_canonical"")",1,ADDED,dataset 입력 경로 archive 반영
scripts/data_prep/visualize_inference.py,--val_dir data/pallet/training_data/val \,--val_dir data/pallet/archive/training_data/val \,1,FIXED,dataset 입력 경로 archive 반영
scripts/data_prep/visualize_inference.py,"parser.add_argument(""--val_dir"", default=""data/pallet/training_data/val"")","# Stage 2-D0.1: training_data 는 archive/ 아래 (NoAI baked, 재생성 대상)",1,FIXED,dataset 입력 경로 archive 반영
scripts/data_prep/visualize_inference.py,(신규),"default=""data/pallet/archive/training_data/val"")",1,ADDED,dataset 입력 경로 archive 반영
scripts/data_prep/visualize_pretrain.py,syn_imgs = sorted(glob.glob('data/pallet/training_data/val/*.png')),# Stage 2-D0.1: training_data 는 archive/ 아래 (NoAI baked),1,FIXED,dataset 입력 경로 archive 반영
scripts/data_prep/visualize_pretrain.py,(신규),syn_imgs = sorted(glob.glob('data/pallet/archive/training_data/val/*.png')),1,ADDED,dataset 입력 경로 archive 반영
scripts/dope/run_dope_live.py,"ap.add_argument(""--weights"",   default=""data/pallet/ndds3_pallet.pth"")",# Stage 2-D0.1: data/pallet/ndds3_pallet.pth 는 이 저장소에 존재하지 않는다,1,FIXED,부재 weight 기본값 -> 실제 pretrain 산출물
scripts/dope/run_dope_live.py,(신규),"default=""weights/pallet_category/final_net_epoch_0060.pth"")",1,ADDED,부재 weight 기본값 -> 실제 pretrain 산출물
scripts/self_training/self_train.py,--pretrained weights/pallet_category/net_pallet_best.pth \\,--pretrained weights/pallet_category/final_net_epoch_0060.pth \\,1,FIXED,사용 예시 입력 경로 + 부재 weight 정정
scripts/self_training/self_train.py,--synthetic_dir data/pallet/training_data/train \\,--synthetic_dir data/pallet/archive/training_data/train \\,1,FIXED,사용 예시 입력 경로 + 부재 weight 정정
