file,line,form,expression,resolved_old_path,expected_registry_key,expected_current_path,classification,currently_exists,io_role,executable_path,fix_required,pre_existing_missing,pre_existing_missing_reason,evidence
_docs/data_pallet_layout.md,240,bare,"data/pallet/manifests/path_map.csv   original -> current -> desired_final, referenced_by",data/pallet/manifests,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/data_pallet_layout.md,241,bare,"data/pallet/manifests/archive.csv    archive 이동 계획 (Stage 2-A 실행 0건, executed=no)",data/pallet/manifests,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,78,bare,"- **① USD 격리**: `scene_2/3.usd` → `data/pallet/archive/_noai_quarantine_usd/`(삭제X, provenance 보관, README) [확인, 2026-07-28 경로 정정].",data/pallet/archive,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,121,bare,**B6 (LOW-INFO)** — `data/pallet/isaac_assets/`에 NVIDIA Isaac Sim Simple_Warehouse USD(full_warehouse,data/pallet/isaac_assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,136,bare,P0 scene.usd   data/pallet/assets/pallets/models/models_usd/scene.usd      Sketchfab    (플라스틱)     CC-BY 4.0    Y*    B5(표시),data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,137,bare,P1 scene_1.usd data/pallet/assets/pallets/models/models_usd/scene_1.usd    Sketchfab    billy3D(추정)  CC-BY 4.0    Y*    B5(표시),data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,138,bare,scene_noemit   data/pallet/assets/pallets/models/models_usd/scene_noemit   scene.usd파생 (P0 동일)       (P0 상속)    Y*    B5(표시),data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,139,bare,usd텍스처       data/pallet/assets/pallets/models/models_usd/textures/*.png Sketchfab파생 blinn1(P0/P1)  (P0/P1 상속) Y*    B5(표시),data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,145,bare,P2 scene_2.usd data/pallet/archive/_noai_quarantine_usd/scene_2.usd   Sketchfab  미확정 CC-BY|NoAI      N     B1(격리),data/pallet/archive,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,146,bare,P3 scene_3.usd data/pallet/archive/_noai_quarantine_usd/scene_3.usd   Sketchfab  미확정 CC-BY|NoAI      N     B1(격리),data/pallet/archive,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,172,bare,stringer_2way_quaternius_cc0   data/pallet/assets/pallets/source/pallets_v2_add/models/stringer_2way..glb  Poly Pizza  Quaternius  CC0 1.0    Y     신규 stringer(막힌면),data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,173,bare,"woodpallet_block_jtoastie_ccby data/pallet/assets/pallets/source/pallets_v2_add/models/woodpallet_block..   Poly Pizza  J-Toastie   CC-BY 3.0  Y*    ★목재 교체①, *표시 필수(B5)",data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,174,bare,eur_pallet_bk_cc0              data/pallet/assets/pallets/source/pallets_v2_add/models/eur_pallet_bk_cc0.glb BlenderKit  LensError   CC0 1.0    Y     ★목재 교체②(800×1200×144),data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,176,bare,"- 출처/라이선스: `data/pallet/assets/pallets/source/pallets_v2_add/{LICENSE.txt, SOURCES.txt}` [확인]. 게이트=CC0/CC-BY만 수락,",data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,194,bare,HDRI ×30 (.hdr)     data/pallet/assets/lighting/hdri/library/*.hdr Poly Haven  각 asset별(SOURCES명시) CC0 1.0    Y     저작자표시 불요,data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,197,bare,- **★ source URL (재발견용)**: 전 30종 개별 URL = `data/pallet/assets/lighting/hdri/library/SOURCES.txt`의 각 행에 명시.,data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,274,bare,목재 텍스처 ×9        data/pallet/assets/materials/pallet/textures_wood/*.png   Poly Haven      Poly Haven  CC0 1.0(검증됨)  Y     -,data/pallet/assets,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,275,bare,floor 텍스처 ×14      data/pallet/assets/materials/floor/textures_floor/*.png  Poly Haven      Poly Haven  CC0 1.0(확정)    Y     B4 해소,data/pallet/assets,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,276,bare,_procedural_textures  data/pallet/archive/_procedural_textures/ 절차생성(자작)  스크립트     자작(CC0급)      Y     -(현 미사용),data/pallet/archive,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,284,bare,https://polyhaven.com/a/weathered_planks . (다운로드 CDN URL 원본은 `data/pallet/_tmp_ph/*_files.json`.),data/pallet/_tmp_ph,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,310,bare,isaac_assets/        data/pallet/isaac_assets/Assets/Isaac/4.5/...     NVIDIA Isaac Sim    Isaac Sim EULA     N     B6,data/pallet/isaac_assets,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,329,bare,배포 제외 처리 = `data/pallet/_DISTRIBUTION_EXCLUDE.txt`(isaac_assets/ + _noai_quarantine_usd/ 등재).,data/pallet/_DISTRIBUTION_EXCLUDE.txt,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,337,bare,train_palletobj_addon_v1         data/pallet/archive/train_palletobj_addon_v1/       팔레트=자작 OBJ → B5(CC-BY occluder 표시)만,data/pallet/archive,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,338,bare,train_4pallet_mask_v1            data/pallet/archive/train_4pallet_mask_v1/          B1(NoAI 목재 P2/P3 baked) [+ B5],data/pallet/archive,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,339,bare,trunc_addon_v1                   data/pallet/archive/trunc_addon_v1/                 팔레트=자작 OBJ → B5만,data/pallet/archive,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,340,bare,training_data_v4 / _v4_split     data/pallet/archive/training_data_v4*/              B1(NoAI 목재 P2/P3 baked) [+ B5],data/pallet/archive,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,341,bare,training_data (구)               data/pallet/archive/training_data/                  B1 가능 [+구 BG],data/pallet/archive,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/dataset_license_ledger.md,342,bare,"real_data (실촬영)                data/pallet/reference/real_images/real_data/*.jpg                 본인 촬영(D435i) → 본인 IP, Y",data/pallet/reference,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,4,bare,대상 산출물: `data/pallet/_v2_scene_logic_500_seed7500/eda`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,22,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/summary.json`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,23,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/baseline_vs_new.json`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,24,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/frame_metrics.csv`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,25,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/reject_reasons.csv`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,26,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/audit_summary.json`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,27,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/audit_frames.csv`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,28,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/manual_audit/audit_000_499_summary.md`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_scene_logic_500_eda_results.md,29,bare,- `data/pallet/_v2_scene_logic_500_seed7500/eda/charts/*.png`,data/pallet/_v2_scene_logic_500_seed7500,,,CURRENT_DOC,True,output,False,False,False,,현재 문서
_docs/experiments/v2_smoke50_continuous_eda_results.md,4,bare,대상 산출물: `data/pallet/_v2_smoke50_9d/eda/paper_continuous/`,data/pallet/_v2_smoke50_9d,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/experiments/v2_smoke50_continuous_eda_results.md,37,bare,data/pallet/_v2_smoke50_9d/eda/paper_continuous/figures_png/*.png     17개 (전부 개별 확인),data/pallet/_v2_smoke50_9d,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/experiments/v2_smoke50_continuous_eda_results.md,38,bare,data/pallet/_v2_smoke50_9d/eda/paper_continuous/continuous_summary.json,data/pallet/_v2_smoke50_9d,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/experiments/v2_smoke50_continuous_eda_results.md,39,bare,data/pallet/_v2_smoke50_9d/eda/paper_continuous/continuous_metrics.csv    215행,data/pallet/_v2_smoke50_9d,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/experiments/v2_smoke50_continuous_eda_results.md,40,bare,data/pallet/_v2_smoke50_9d/eda/paper_continuous/discrete_counts.csv        60행,data/pallet/_v2_smoke50_9d,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/experiments/v2_smoke50_continuous_eda_results.md,41,bare,data/pallet/_v2_smoke50_9d/eda/paper_continuous/paper_continuous_summary.md,data/pallet/_v2_smoke50_9d,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/experiments/v2_smoke50_continuous_eda_results.md,44,bare,data/pallet/_v2_smoke50_9d/records.jsonl / labels/*_label.json        (수치 재계산용),data/pallet/_v2_smoke50_9d,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/method/step1_synthetic_data.md,23,bare,4종 USD 팔레트 모델 사용 (`data/pallet/assets/pallets/models/models_usd/scene*.usd`).,data/pallet/assets,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/preprocessing/data_pipeline.md,17,bare,scripts/data_prep/gen_replicator_data.py --num_frames 200 --output_dir data/pallet/training_data/batch_01,data/pallet/training_data,,,CURRENT_DOC,False,output,False,False,False,,현재 문서
_docs/preprocessing/data_pipeline.md,64,bare,python scripts/data_prep/visualize_annotations.py --data_dir data/pallet/archive/training_data/train,data/pallet/archive,,,CURRENT_DOC,True,input,False,False,False,,현재 문서
_docs/preprocessing/data_pipeline.md,82,bare,### 배경 에셋 (`data/pallet/assets/scenes/backgrounds/background/`),data/pallet/assets,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
_docs/preprocessing/data_pipeline.md,119,bare,data/pallet/archive/training_data/,data/pallet/archive,,,CURRENT_DOC,True,unknown,False,False,False,,현재 문서
config/default.yaml,53,yaml_value,train_dir: data/pallet/archive/training_data/train,data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/default.yaml,53,bare,train_dir: data/pallet/archive/training_data/train,data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/default.yaml,54,yaml_value,val_dir: data/pallet/archive/training_data/val,data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/default.yaml,54,bare,val_dir: data/pallet/archive/training_data/val,data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/stage3_selftrain.yaml,81,yaml_value,synthetic_data: data/pallet/archive/training_data/train,data/pallet/archive,,,CURRENT_RUNTIME,True,unknown,True,False,False,,현행 실행 경로
config/stage3_selftrain.yaml,81,bare,synthetic_data: data/pallet/archive/training_data/train,data/pallet/archive,,,CURRENT_RUNTIME,True,unknown,True,False,False,,현행 실행 경로
config/stage3_selftrain.yaml,82,yaml_value,real_unlabeled: data/pallet/real_unlabeled,data/pallet/real_unlabeled,,,CURRENT_RUNTIME,False,unknown,True,False,True,이동 원장 0 + Stage 1 inventory 0 (self-training 실사 풀은 real_data_root),현행 실행 경로
config/stage3_selftrain.yaml,82,bare,real_unlabeled: data/pallet/real_unlabeled,data/pallet/real_unlabeled,,,CURRENT_RUNTIME,False,unknown,True,False,True,이동 원장 0 + Stage 1 inventory 0 (self-training 실사 풀은 real_data_root),현행 실행 경로
config/stage3_selftrain.yaml,85,yaml_value,val_dir: data/pallet/archive/training_data/val,data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/stage3_selftrain.yaml,85,bare,val_dir: data/pallet/archive/training_data/val,data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/blender.yaml,26,literal,"""pallet_source_dir"": ""data/pallet/assets/pallets/models/models_usd"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/blender.yaml,330,literal,"""hdri_dir"": ""data/pallet/assets/lighting/hdri/library""",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/blender_train_4000.yaml,20,literal,"""base_dir"": ""data/pallet/training_data_v11"",",data/pallet/training_data_v11,,,CURRENT_RUNTIME,False,output,True,False,False,,현행 실행 경로
config/synthetic/blender_train_4000.yaml,26,literal,"""pallet_source_dir"": ""data/pallet/assets/pallets/models/models_usd"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/blender_train_4000.yaml,307,literal,"""hdri_dir"": ""data/pallet/assets/lighting/hdri/library""",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/isaac_sim.yaml,3,bare,"""// gltf_dir"": ""★ MISSING_ASSET — data/pallet/pallet_scene 은 이 저장소에 존재하지 않는다. Stage 1 인벤토리에도 없고 Stage 2-A/B/C2 어느 원장도 옮기지 않았다 = Stage 2 회귀가 아니라 원래부터 부재(다른 워크스테이션 자산). Isaac 파이프라인 실",data/pallet/pallet_scene,,,FALSE_POSITIVE_COMMENT,False,input,False,False,True,Stage 1 inventory 부재 + 이동 원장 부재 (다른 워크스테이션 자산),registry 설명 주석 키 — 옛 경로를 일부러 기록
config/synthetic/isaac_sim.yaml,4,literal,"""gltf_dir"": ""data/pallet/pallet_scene/Collected_World0/SubUSDs/textures"",",data/pallet/pallet_scene,,,CURRENT_RUNTIME,False,input,True,False,True,Stage 1 inventory 부재 + 이동 원장 부재 (다른 워크스테이션 자산),현행 실행 경로
config/synthetic/isaac_sim.yaml,6,literal,"""usd_cache_dir"": ""data/pallet/assets/pallets/models/models_usd"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/isaac_sim.yaml,8,literal,"""default_output_dir"": ""data/pallet/training_data_isaac"",",data/pallet/training_data_isaac,,,CURRENT_RUNTIME,False,output,True,False,False,,현행 실행 경로
config/synthetic/isaac_sim.yaml,9,literal,"""isaac_assets_root"": ""data/pallet/isaac_assets/Assets/Isaac/4.5/Isaac"",",data/pallet/isaac_assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/isaac_sim.yaml,10,literal,"""hdri_dir"": ""data/pallet/isaac_assets/Assets/Isaac/4.5/NVIDIA/Assets/Skies"",",data/pallet/isaac_assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/isaac_sim.yaml,12,literal,"""procedural_texture_dir"": ""data/pallet/archive/_procedural_textures""",data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,18,literal,"""production_scene"": ""data/pallet/assets/scenes/production/blender_scene/synth_data_scene_portable_stage2c2.blend"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,19,literal,"""production_scene_stage2c1_rollback"": ""data/pallet/assets/scenes/production/blender_scene/synth_data_scene_portable.blend"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,20,literal,"""production_scene_rollback_source"": ""data/pallet/assets/scenes/production/blender_scene/synth_data_scene.blend"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,21,literal,"""production_scene_textures"": ""data/pallet/assets/scenes/production/blender_scene/textures"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,22,literal,"""experimental_scene"": ""data/pallet/assets/scenes/production/blender_scene/_sandbox_palletobj_production.blend"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,25,literal,"""background_root"": ""data/pallet/assets/scenes/backgrounds/background"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,26,literal,"""background_package_archive"": ""data/pallet/archive/packages/background_sources"",",data/pallet/archive,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,29,literal,"""distractor_root"": ""data/pallet/assets/distractors/library"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
config/synthetic/pallet_paths.yaml,30,literal,"""distractor_manifest"": ""data/pallet/assets/distractors/library/distractors_manifest.csv"",",data/pallet/assets,,,CURRENT_RUNTIME,True,input,True,False,False,,현행 실행 경로
